,curated_organism_name,accession,length,superkingdom_code,genus_code,species_code,superkingdom_name,genus_name,species_name,taxid,species_taxid,GCF_accession,GCF_accession_without_version,filename,num_contigs,info,refseq_organism_name,refseq_full_organism_name,bacsort_organism_name,bioproject,biosample,refseq_category,infraspecific_name,assembly_level,asm_name,submitter,ftp_path
1908,Metakosakonia massiliensis,Metakosakonia_massiliensis/0000.fna.gz,5003540,2,2055876,1485952,Bacteria,Metakosakonia,Metakosakonia massiliensis,1485952,1485952,Metakosakonia_massiliensis/0000.fna.gz,Metakosakonia_massiliensis/0000.fna.gz,Metakosakonia_massiliensis/0000.fna.gz,1,,Metakosakonia massiliensis,Metakosakonia massiliensis,Metakosakonia massiliensis,,,,,,,,
1909,Mixta calida,Mixta_calida/0000.fna.gz,4308453,2,2100764,665913,Bacteria,Mixta,Mixta calida,665913,665913,Mixta_calida/0000.fna.gz,Mixta_calida/0000.fna.gz,Mixta_calida/0000.fna.gz,1,,Mixta calida,Mixta calida,Mixta calida,,,,,,,,
1910,Mixta gaviniae,Mixta_gaviniae/0000.fna.gz,4527605,2,2100764,665914,Bacteria,Mixta,Mixta gaviniae,665914,665914,Mixta_gaviniae/0000.fna.gz,Mixta_gaviniae/0000.fna.gz,Mixta_gaviniae/0000.fna.gz,1,,Mixta gaviniae,Mixta gaviniae,Mixta gaviniae,,,,,,,,
1911,Mixta theicola,Mixta_theicola/0000.fna.gz,4291231,2,2100764,1458355,Bacteria,Mixta,Mixta theicola,1458355,1458355,Mixta_theicola/0000.fna.gz,Mixta_theicola/0000.fna.gz,Mixta_theicola/0000.fna.gz,1,,Mixta theicola,Mixta theicola,Mixta theicola,,,,,,,,
1912,Moellerella wisconsensis,Moellerella_wisconsensis/0000.fna.gz,3522904,2,158848,158849,Bacteria,Moellerella,Moellerella wisconsensis,158849,158849,Moellerella_wisconsensis/0000.fna.gz,Moellerella_wisconsensis/0000.fna.gz,Moellerella_wisconsensis/0000.fna.gz,1,,Moellerella wisconsensis,Moellerella wisconsensis,Moellerella wisconsensis,,,,,,,,
1913,Moellerella wisconsensis,Moellerella_wisconsensis/0001.fna.gz,3303166,2,158848,158849,Bacteria,Moellerella,Moellerella wisconsensis,158849,158849,Moellerella_wisconsensis/0001.fna.gz,Moellerella_wisconsensis/0001.fna.gz,Moellerella_wisconsensis/0001.fna.gz,1,,Moellerella wisconsensis,Moellerella wisconsensis,Moellerella wisconsensis,,,,,,,,
1914,Morganella morganii,Morganella_morganii/0000.fna.gz,4468760,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0000.fna.gz,Morganella_morganii/0000.fna.gz,Morganella_morganii/0000.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1915,Morganella morganii,Morganella_morganii/0001.fna.gz,4139887,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0001.fna.gz,Morganella_morganii/0001.fna.gz,Morganella_morganii/0001.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1916,Morganella morganii,Morganella_morganii/0002.fna.gz,3942403,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0002.fna.gz,Morganella_morganii/0002.fna.gz,Morganella_morganii/0002.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1917,Morganella morganii,Morganella_morganii/0003.fna.gz,4176310,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0003.fna.gz,Morganella_morganii/0003.fna.gz,Morganella_morganii/0003.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1918,Morganella morganii,Morganella_morganii/0004.fna.gz,4512187,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0004.fna.gz,Morganella_morganii/0004.fna.gz,Morganella_morganii/0004.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1919,Morganella morganii,Morganella_morganii/0005.fna.gz,3824890,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0005.fna.gz,Morganella_morganii/0005.fna.gz,Morganella_morganii/0005.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1920,Morganella morganii,Morganella_morganii/0006.fna.gz,4000026,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0006.fna.gz,Morganella_morganii/0006.fna.gz,Morganella_morganii/0006.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1921,Morganella morganii,Morganella_morganii/0007.fna.gz,4238237,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0007.fna.gz,Morganella_morganii/0007.fna.gz,Morganella_morganii/0007.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1922,Morganella morganii,Morganella_morganii/0008.fna.gz,4169499,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0008.fna.gz,Morganella_morganii/0008.fna.gz,Morganella_morganii/0008.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1923,Morganella morganii,Morganella_morganii/0009.fna.gz,3902034,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0009.fna.gz,Morganella_morganii/0009.fna.gz,Morganella_morganii/0009.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1924,Morganella morganii,Morganella_morganii/0010.fna.gz,4267817,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0010.fna.gz,Morganella_morganii/0010.fna.gz,Morganella_morganii/0010.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1925,Morganella morganii,Morganella_morganii/0011.fna.gz,3982639,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0011.fna.gz,Morganella_morganii/0011.fna.gz,Morganella_morganii/0011.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1926,Morganella morganii,Morganella_morganii/0012.fna.gz,3858184,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0012.fna.gz,Morganella_morganii/0012.fna.gz,Morganella_morganii/0012.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1927,Morganella morganii,Morganella_morganii/0013.fna.gz,3943436,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0013.fna.gz,Morganella_morganii/0013.fna.gz,Morganella_morganii/0013.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1928,Morganella morganii,Morganella_morganii/0014.fna.gz,4075732,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0014.fna.gz,Morganella_morganii/0014.fna.gz,Morganella_morganii/0014.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1929,Morganella morganii,Morganella_morganii/0015.fna.gz,4196267,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0015.fna.gz,Morganella_morganii/0015.fna.gz,Morganella_morganii/0015.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1930,Morganella morganii,Morganella_morganii/0016.fna.gz,4298458,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0016.fna.gz,Morganella_morganii/0016.fna.gz,Morganella_morganii/0016.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1931,Morganella morganii,Morganella_morganii/0017.fna.gz,3845783,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0017.fna.gz,Morganella_morganii/0017.fna.gz,Morganella_morganii/0017.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1932,Morganella morganii,Morganella_morganii/0018.fna.gz,4079395,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0018.fna.gz,Morganella_morganii/0018.fna.gz,Morganella_morganii/0018.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1933,Morganella morganii,Morganella_morganii/0019.fna.gz,3854560,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0019.fna.gz,Morganella_morganii/0019.fna.gz,Morganella_morganii/0019.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1934,Morganella morganii,Morganella_morganii/0020.fna.gz,3901751,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0020.fna.gz,Morganella_morganii/0020.fna.gz,Morganella_morganii/0020.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1935,Morganella morganii,Morganella_morganii/0021.fna.gz,3916412,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0021.fna.gz,Morganella_morganii/0021.fna.gz,Morganella_morganii/0021.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1936,Morganella morganii,Morganella_morganii/0022.fna.gz,4214431,2,581,582,Bacteria,Morganella,Morganella morganii,582,582,Morganella_morganii/0022.fna.gz,Morganella_morganii/0022.fna.gz,Morganella_morganii/0022.fna.gz,1,,Morganella morganii,Morganella morganii,Morganella morganii,,,,,,,,
1937,Morganella psychrotolerans,Morganella_psychrotolerans/0000.fna.gz,4369656,2,581,368603,Bacteria,Morganella,Morganella psychrotolerans,368603,368603,Morganella_psychrotolerans/0000.fna.gz,Morganella_psychrotolerans/0000.fna.gz,Morganella_psychrotolerans/0000.fna.gz,1,,Morganella psychrotolerans,Morganella psychrotolerans,Morganella psychrotolerans,,,,,,,,
1938,Morganella psychrotolerans,Morganella_psychrotolerans/0001.fna.gz,4145177,2,581,368603,Bacteria,Morganella,Morganella psychrotolerans,368603,368603,Morganella_psychrotolerans/0001.fna.gz,Morganella_psychrotolerans/0001.fna.gz,Morganella_psychrotolerans/0001.fna.gz,1,,Morganella psychrotolerans,Morganella psychrotolerans,Morganella psychrotolerans,,,,,,,,
1939,Morganella psychrotolerans,Morganella_psychrotolerans/0002.fna.gz,4199506,2,581,368603,Bacteria,Morganella,Morganella psychrotolerans,368603,368603,Morganella_psychrotolerans/0002.fna.gz,Morganella_psychrotolerans/0002.fna.gz,Morganella_psychrotolerans/0002.fna.gz,1,,Morganella psychrotolerans,Morganella psychrotolerans,Morganella psychrotolerans,,,,,,,,
1940,Nissabacter archeti,Nissabacter_archeti/0000.fna.gz,5162116,2,1964366,1917880,Bacteria,Nissabacter,Nissabacter archeti,1917880,1917880,Nissabacter_archeti/0000.fna.gz,Nissabacter_archeti/0000.fna.gz,Nissabacter_archeti/0000.fna.gz,1,,Nissabacter archeti,Nissabacter archeti,Nissabacter archeti,,,,,,,,
1941,Nissabacter archeti,Nissabacter_archeti/0001.fna.gz,4740656,2,1964366,1917880,Bacteria,Nissabacter,Nissabacter archeti,1917880,1917880,Nissabacter_archeti/0001.fna.gz,Nissabacter_archeti/0001.fna.gz,Nissabacter_archeti/0001.fna.gz,1,,Nissabacter archeti,Nissabacter archeti,Nissabacter archeti,,,,,,,,
1942,Pantoea agglomerans,Pantoea_agglomerans/0000.fna.gz,4919733,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0000.fna.gz,Pantoea_agglomerans/0000.fna.gz,Pantoea_agglomerans/0000.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1943,Pantoea agglomerans,Pantoea_agglomerans/0001.fna.gz,4829577,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0001.fna.gz,Pantoea_agglomerans/0001.fna.gz,Pantoea_agglomerans/0001.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1944,Pantoea agglomerans,Pantoea_agglomerans/0002.fna.gz,4856993,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0002.fna.gz,Pantoea_agglomerans/0002.fna.gz,Pantoea_agglomerans/0002.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1945,Pantoea agglomerans,Pantoea_agglomerans/0003.fna.gz,5365338,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0003.fna.gz,Pantoea_agglomerans/0003.fna.gz,Pantoea_agglomerans/0003.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1946,Pantoea agglomerans,Pantoea_agglomerans/0004.fna.gz,5035839,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0004.fna.gz,Pantoea_agglomerans/0004.fna.gz,Pantoea_agglomerans/0004.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1947,Pantoea agglomerans,Pantoea_agglomerans/0005.fna.gz,5365929,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0005.fna.gz,Pantoea_agglomerans/0005.fna.gz,Pantoea_agglomerans/0005.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1948,Pantoea agglomerans,Pantoea_agglomerans/0006.fna.gz,5158055,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0006.fna.gz,Pantoea_agglomerans/0006.fna.gz,Pantoea_agglomerans/0006.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1949,Pantoea agglomerans,Pantoea_agglomerans/0007.fna.gz,4827890,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0007.fna.gz,Pantoea_agglomerans/0007.fna.gz,Pantoea_agglomerans/0007.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1950,Pantoea agglomerans,Pantoea_agglomerans/0008.fna.gz,4733829,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0008.fna.gz,Pantoea_agglomerans/0008.fna.gz,Pantoea_agglomerans/0008.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1951,Pantoea agglomerans,Pantoea_agglomerans/0009.fna.gz,4655521,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0009.fna.gz,Pantoea_agglomerans/0009.fna.gz,Pantoea_agglomerans/0009.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1952,Pantoea agglomerans,Pantoea_agglomerans/0010.fna.gz,4765050,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0010.fna.gz,Pantoea_agglomerans/0010.fna.gz,Pantoea_agglomerans/0010.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1953,Pantoea agglomerans,Pantoea_agglomerans/0011.fna.gz,4729004,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0011.fna.gz,Pantoea_agglomerans/0011.fna.gz,Pantoea_agglomerans/0011.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1954,Pantoea agglomerans,Pantoea_agglomerans/0012.fna.gz,4942973,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0012.fna.gz,Pantoea_agglomerans/0012.fna.gz,Pantoea_agglomerans/0012.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1955,Pantoea agglomerans,Pantoea_agglomerans/0013.fna.gz,4775916,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0013.fna.gz,Pantoea_agglomerans/0013.fna.gz,Pantoea_agglomerans/0013.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1956,Pantoea agglomerans,Pantoea_agglomerans/0014.fna.gz,4813581,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0014.fna.gz,Pantoea_agglomerans/0014.fna.gz,Pantoea_agglomerans/0014.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1957,Pantoea agglomerans,Pantoea_agglomerans/0015.fna.gz,4652040,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0015.fna.gz,Pantoea_agglomerans/0015.fna.gz,Pantoea_agglomerans/0015.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1958,Pantoea agglomerans,Pantoea_agglomerans/0016.fna.gz,4989068,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0016.fna.gz,Pantoea_agglomerans/0016.fna.gz,Pantoea_agglomerans/0016.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1959,Pantoea agglomerans,Pantoea_agglomerans/0017.fna.gz,5001997,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0017.fna.gz,Pantoea_agglomerans/0017.fna.gz,Pantoea_agglomerans/0017.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1960,Pantoea agglomerans,Pantoea_agglomerans/0018.fna.gz,5115241,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0018.fna.gz,Pantoea_agglomerans/0018.fna.gz,Pantoea_agglomerans/0018.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1961,Pantoea agglomerans,Pantoea_agglomerans/0019.fna.gz,4795157,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0019.fna.gz,Pantoea_agglomerans/0019.fna.gz,Pantoea_agglomerans/0019.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1962,Pantoea agglomerans,Pantoea_agglomerans/0020.fna.gz,5074260,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0020.fna.gz,Pantoea_agglomerans/0020.fna.gz,Pantoea_agglomerans/0020.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1963,Pantoea agglomerans,Pantoea_agglomerans/0021.fna.gz,4794872,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0021.fna.gz,Pantoea_agglomerans/0021.fna.gz,Pantoea_agglomerans/0021.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1964,Pantoea agglomerans,Pantoea_agglomerans/0022.fna.gz,5058055,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0022.fna.gz,Pantoea_agglomerans/0022.fna.gz,Pantoea_agglomerans/0022.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1965,Pantoea agglomerans,Pantoea_agglomerans/0023.fna.gz,5047763,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0023.fna.gz,Pantoea_agglomerans/0023.fna.gz,Pantoea_agglomerans/0023.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1966,Pantoea agglomerans,Pantoea_agglomerans/0024.fna.gz,4875404,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0024.fna.gz,Pantoea_agglomerans/0024.fna.gz,Pantoea_agglomerans/0024.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1967,Pantoea agglomerans,Pantoea_agglomerans/0025.fna.gz,4968508,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0025.fna.gz,Pantoea_agglomerans/0025.fna.gz,Pantoea_agglomerans/0025.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1968,Pantoea agglomerans,Pantoea_agglomerans/0026.fna.gz,4984468,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0026.fna.gz,Pantoea_agglomerans/0026.fna.gz,Pantoea_agglomerans/0026.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1969,Pantoea agglomerans,Pantoea_agglomerans/0027.fna.gz,4858869,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0027.fna.gz,Pantoea_agglomerans/0027.fna.gz,Pantoea_agglomerans/0027.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1970,Pantoea agglomerans,Pantoea_agglomerans/0028.fna.gz,4850774,2,53335,549,Bacteria,Pantoea,Pantoea agglomerans,549,549,Pantoea_agglomerans/0028.fna.gz,Pantoea_agglomerans/0028.fna.gz,Pantoea_agglomerans/0028.fna.gz,1,,Pantoea agglomerans,Pantoea agglomerans,Pantoea agglomerans,,,,,,,,
1971,Pantoea alhagi,Pantoea_alhagi/0000.fna.gz,4316301,2,53335,1891675,Bacteria,Pantoea,Pantoea alhagi,1891675,1891675,Pantoea_alhagi/0000.fna.gz,Pantoea_alhagi/0000.fna.gz,Pantoea_alhagi/0000.fna.gz,1,,Pantoea alhagi,Pantoea alhagi,Pantoea alhagi,,,,,,,,
1972,Pantoea allii,Pantoea_allii/0000.fna.gz,5236140,2,53335,574096,Bacteria,Pantoea,Pantoea allii,574096,574096,Pantoea_allii/0000.fna.gz,Pantoea_allii/0000.fna.gz,Pantoea_allii/0000.fna.gz,1,,Pantoea allii,Pantoea allii,Pantoea allii,,,,,,,,
1973,Pantoea allii,Pantoea_allii/0001.fna.gz,5241139,2,53335,574096,Bacteria,Pantoea,Pantoea allii,574096,574096,Pantoea_allii/0001.fna.gz,Pantoea_allii/0001.fna.gz,Pantoea_allii/0001.fna.gz,1,,Pantoea allii,Pantoea allii,Pantoea allii,,,,,,,,
1974,Pantoea allii,Pantoea_allii/0002.fna.gz,5000872,2,53335,574096,Bacteria,Pantoea,Pantoea allii,574096,574096,Pantoea_allii/0002.fna.gz,Pantoea_allii/0002.fna.gz,Pantoea_allii/0002.fna.gz,1,,Pantoea allii,Pantoea allii,Pantoea allii,,,,,,,,
1975,Pantoea ananatis,Pantoea_ananatis/0000.fna.gz,5176640,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0000.fna.gz,Pantoea_ananatis/0000.fna.gz,Pantoea_ananatis/0000.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1976,Pantoea ananatis,Pantoea_ananatis/0001.fna.gz,4645226,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0001.fna.gz,Pantoea_ananatis/0001.fna.gz,Pantoea_ananatis/0001.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1977,Pantoea ananatis,Pantoea_ananatis/0002.fna.gz,4875770,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0002.fna.gz,Pantoea_ananatis/0002.fna.gz,Pantoea_ananatis/0002.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1978,Pantoea ananatis,Pantoea_ananatis/0003.fna.gz,5163485,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0003.fna.gz,Pantoea_ananatis/0003.fna.gz,Pantoea_ananatis/0003.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1979,Pantoea ananatis,Pantoea_ananatis/0004.fna.gz,4599972,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0004.fna.gz,Pantoea_ananatis/0004.fna.gz,Pantoea_ananatis/0004.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1980,Pantoea ananatis,Pantoea_ananatis/0005.fna.gz,4808686,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0005.fna.gz,Pantoea_ananatis/0005.fna.gz,Pantoea_ananatis/0005.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1981,Pantoea ananatis,Pantoea_ananatis/0006.fna.gz,5052004,2,53335,553,Bacteria,Pantoea,Pantoea ananatis,553,553,Pantoea_ananatis/0006.fna.gz,Pantoea_ananatis/0006.fna.gz,Pantoea_ananatis/0006.fna.gz,1,,Pantoea ananatis,Pantoea ananatis,Pantoea ananatis,,,,,,,,
1982,Pantoea anthophila,Pantoea_anthophila/0000.fna.gz,4447209,2,53335,470931,Bacteria,Pantoea,Pantoea anthophila,470931,470931,Pantoea_anthophila/0000.fna.gz,Pantoea_anthophila/0000.fna.gz,Pantoea_anthophila/0000.fna.gz,1,,Pantoea anthophila,Pantoea anthophila,Pantoea anthophila,,,,,,,,
1983,Pantoea anthophila,Pantoea_anthophila/0001.fna.gz,4600679,2,53335,470931,Bacteria,Pantoea,Pantoea anthophila,470931,470931,Pantoea_anthophila/0001.fna.gz,Pantoea_anthophila/0001.fna.gz,Pantoea_anthophila/0001.fna.gz,1,,Pantoea anthophila,Pantoea anthophila,Pantoea anthophila,,,,,,,,
1984,Pantoea anthophila,Pantoea_anthophila/0002.fna.gz,4397159,2,53335,470931,Bacteria,Pantoea,Pantoea anthophila,470931,470931,Pantoea_anthophila/0002.fna.gz,Pantoea_anthophila/0002.fna.gz,Pantoea_anthophila/0002.fna.gz,1,,Pantoea anthophila,Pantoea anthophila,Pantoea anthophila,,,,,,,,
1985,Pantoea brenneri,Pantoea_brenneri/0000.fna.gz,4964649,2,53335,472694,Bacteria,Pantoea,Pantoea brenneri,472694,472694,Pantoea_brenneri/0000.fna.gz,Pantoea_brenneri/0000.fna.gz,Pantoea_brenneri/0000.fna.gz,1,,Pantoea brenneri,Pantoea brenneri,Pantoea brenneri,,,,,,,,
1986,Pantoea brenneri,Pantoea_brenneri/0001.fna.gz,5122786,2,53335,472694,Bacteria,Pantoea,Pantoea brenneri,472694,472694,Pantoea_brenneri/0001.fna.gz,Pantoea_brenneri/0001.fna.gz,Pantoea_brenneri/0001.fna.gz,1,,Pantoea brenneri,Pantoea brenneri,Pantoea brenneri,,,,,,,,
1987,Pantoea coffeiphila,Pantoea_coffeiphila/0000.fna.gz,5876876,2,53335,1465635,Bacteria,Pantoea,Pantoea coffeiphila,1465635,1465635,Pantoea_coffeiphila/0000.fna.gz,Pantoea_coffeiphila/0000.fna.gz,Pantoea_coffeiphila/0000.fna.gz,1,,Pantoea coffeiphila,Pantoea coffeiphila,Pantoea coffeiphila,,,,,,,,
1988,Pantoea conspicua,Pantoea_conspicua/0000.fna.gz,4308858,2,53335,472705,Bacteria,Pantoea,Pantoea conspicua,472705,472705,Pantoea_conspicua/0000.fna.gz,Pantoea_conspicua/0000.fna.gz,Pantoea_conspicua/0000.fna.gz,1,,Pantoea conspicua,Pantoea conspicua,Pantoea conspicua,,,,,,,,
